"n" "rep" "id" "b0_mu_hat" "b1_mu_hat" "b2_mu_hat" "g0_si_hat" "g1_si_hat" "g2_si_hat" "error" "errorMessage"
100 77 1 1.31277887929879 -3.12433501571683 1.93260798288725 -0.176699802857654 0.873169370171082 0.631714377326239 FALSE ""
600 183 2 1.23631272823706 -3.05451198994605 1.990062128243 1.1133842866102 -1.31688547891642 1.29888510668437 FALSE ""
500 253 3 1.18015902968436 -2.98524715327271 2.08073275593756 0.377841933773352 -2.90906832548396 3.7548911602781 FALSE ""
500 388 4 1.13331878590149 -2.98697899897929 2.09736232835774 2.5316629030783 -3.00716098498665 -0.0102688305823169 FALSE ""
50 393 5 1.07904930173251 -2.66563577610508 2.17784160765266 0.937909139775334 -1.83753353834584 3.76558512917614 FALSE ""
1000 330 6 1.06702863876614 -2.9594121395269 2.18662772784609 2.28968213694228 -2.15670691725937 0.0917427179773269 FALSE ""
800 274 7 1.18971295908142 -3.0572762327687 2.0562565917438 0.655073507384963 -1.63476667145597 2.2825443773862 FALSE ""
600 118 8 1.20375245233806 -3.02014393962597 1.99891507505481 0.865481595536814 -1.28235875108156 1.90694394175094 FALSE ""
600 34 9 1.2497718400809 -2.92406950217425 1.94193018823316 0.991583941121886 -1.4275360199295 1.41818622160898 FALSE ""
1000 383 10 1.20595444853584 -2.89170425124596 1.96319495928125 1.39003570323481 -2.67345403389946 1.81119610730269 FALSE ""
200 23 11 1.02452822883031 -2.73801370910483 2.10069909944367 0.963295391389674 -2.39889159625423 2.61763256712722 FALSE ""
300 117 12 1.31354081669834 -3.01829493757771 1.861641280535 0.371062412634021 -0.342165701369261 2.37194598195468 FALSE ""
50 321 13 1.15323262782418 -2.66102249952367 2.0493260053611 -0.127136554113397 -1.70530323671493 3.40520445708475 FALSE ""
900 224 14 1.31903609771479 -3.02590450159635 1.86660881114788 1.56067071152523 -1.85523261395707 1.08690532718269 FALSE ""
200 214 15 1.18867346857092 -2.77850943268955 1.96201063529207 0.721052802715471 -2.88295313337489 4.0839046395113 FALSE ""
300 373 16 1.13606493800291 -2.97701032892705 2.1799967154739 1.90370786195329 -1.34135879571803 -0.621859748156448 FALSE ""
1000 163 17 1.19519712681348 -3.03707474293559 2.05608634035575 1.39751156624937 -2.82901363862674 1.78565402816429 FALSE ""
500 300 18 1.16157688706436 -2.92342936168713 2.06564418872031 1.77914231144787 -2.39755072398863 0.893604008703153 FALSE ""
1000 110 19 1.25888883920285 -2.93842393914317 1.9425727215174 1.48274794689173 -2.37026760834243 1.1580981141914 FALSE ""
700 471 20 1.24004420412337 -2.89731029392948 1.9683456327105 1.40960980575287 -1.90405533659358 1.51022031205448 FALSE ""
900 251 21 1.24802132935571 -2.94830322876955 1.9559328385018 0.093751003129006 -1.38014494028963 2.665065581941 FALSE ""
700 320 22 1.26239976302411 -2.92818738126542 1.90023174689572 0.500611031187202 -2.3767023689703 3.11940721675378 FALSE ""
200 338 23 1.1693262060624 -2.90546661954962 2.0268192688654 1.1889736488421 -3.76528426643355 2.0070922739437 FALSE ""
1000 451 24 1.20901786548268 -2.96002499574325 1.98529101948436 1.2864923256884 -2.31044940260996 1.68760741996732 FALSE ""
700 154 25 1.16685106021734 -2.97284827857835 2.05925394920163 1.21742203549039 -2.48970241161816 2.25332167203573 FALSE ""
500 28 26 1.14843930255104 -2.89233220516245 2.00853595215198 1.0123738759991 -1.99576403399929 2.21107761236558 FALSE ""
