"mu" "sigma" "n" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
7 1.5 500 75 1 6.48841980617313 1.09444758686746 FALSE ""
7 0.5 400 2 2 6.53769425532718 3.13543366508937e-57 FALSE ""
7 0.5 300 77 3 7.29586914276858 0.74581764600315 FALSE ""
7 0.5 600 34 4 6.50089172173869 0.217923992608439 FALSE ""
3 1 500 70 5 3.03536913095986 1.04362188120311 FALSE ""
3 1 400 23 6 3.11951619459164 1.11294829471661 FALSE ""
3 1 1000 43 7 2.89812243857441 0.877594991111618 FALSE ""
3 1 900 28 8 2.97427597029848 0.964737053711658 FALSE ""
7 1.5 600 18 9 6.72156884484513 1.3056933603877 FALSE ""
3 1.5 1000 53 10 2.82294901967881 1.36269041304142 FALSE ""
7 1.5 200 19 11 7.20264615457342 1.93181325357787 FALSE ""
7 1.5 100 52 12 7.65079904224757 2.41038309968707 FALSE ""
7 1.5 700 12 13 7.41008605346665 2.02601243651699 FALSE ""
3 1 700 19 14 2.99482954204648 0.869761116170752 FALSE ""
3 1 500 39 15 3.1368152564436 1.0533292932685 FALSE ""
7 1 100 31 16 7.6103941375652 1.34088008596942 FALSE ""
3 1 200 29 17 2.80056167834021 0.745863057775148 FALSE ""
7 0.5 500 48 18 7.01334794128494 0.645078767514381 FALSE ""
3 1 900 16 19 2.98967781177944 1.07740027924786 FALSE ""
3 1 600 65 20 2.76925534457546 0.639737626432791 FALSE ""
3 1.5 1000 25 21 3.12707899400089 1.55195818696732 FALSE ""
3 1 1000 17 22 3.1351347066184 1.09915251559522 FALSE ""
7 1 300 17 23 7.35718919849516 1.19069022254536 FALSE ""
3 0.5 600 52 24 2.94271828978516 0.510546618088387 FALSE ""
7 1 100 39 25 7.39151859988777 1.16189485494304 FALSE ""
3 0.5 200 19 26 2.69999224781572 1.38162564219269e-52 FALSE ""
3 1.5 1000 67 27 3.26807936570938 1.78473791997623 FALSE ""
7 0.5 200 38 28 6.66920382388132 0.314040574515778 FALSE ""
3 1 200 2 29 3.11523058219939 1.05779556589102 FALSE ""
3 1 100 32 30 2.75676708957299 0.645518870101341 FALSE ""
3 1 500 71 31 2.77949557560128 0.794580646112859 FALSE ""
7 1 100 47 32 6.36897314240241 0.568631870702422 FALSE ""
7 1.5 900 42 33 7.06674205903018 1.61782540606922 FALSE ""
7 1.5 300 6 34 6.06028209478196 0.763608144541367 FALSE ""
3 1 200 15 35 3.49166270552222 1.3940553890934 FALSE ""
3 1.5 1000 20 36 2.59052822411873 1.03310512493929 FALSE ""
7 0.5 500 68 37 7.83797371953056 1.35635280953324 FALSE ""
3 0.5 100 30 38 2.840941752694 0.402420111783092 FALSE ""
3 0.5 600 37 39 3.04485830439461 0.550924163158036 FALSE ""
3 1 200 20 40 3.54454342180841 1.5903621666228 FALSE ""
7 1.5 400 49 41 6.79916283864318 1.40026594989302 FALSE ""
7 1.5 200 33 42 6.22997237137925 0.714495975839046 FALSE ""
7 1.5 1000 24 43 6.84492072480621 1.2471069417782 FALSE ""
3 1 700 13 44 3.08636363871538 1.20644835545129 FALSE ""
