"n" "rep" "id" "b0_mu_hat" "b1_mu_hat" "b2_mu_hat" "g0_si_hat" "g1_si_hat" "g2_si_hat" "error" "errorMessage"
50 7 1 1.37306958333114 -3.3266705140314 2.15639754326067 -6.46860591952154 -8.9660678760395 24.7385047503853 FALSE ""
400 4 2 1.24127064570568 -2.83306263387105 1.90835531293009 1.04693443038244 -2.66772628510887 3.15251340886436 FALSE ""
500 3 3 1.27953298126852 -2.97442971548033 1.92873530917812 1.4105609701036 -2.36592491472303 1.54531793603742 FALSE ""
600 4 4 1.24834599817801 -3.13607828245217 2.03551867406158 0.886575249417298 -1.57558979328168 1.71138237480092 FALSE ""
900 7 5 1.28700119716283 -2.95441989802021 1.90133884221297 0.942100334420246 -1.6825070935676 2.13482277101132 FALSE ""
200 9 6 1.18177850656797 -3.06960109844609 2.11404133277088 0.871246103786742 -1.57366156597664 2.22987009091857 FALSE ""
400 9 7 1.40919972786624 -3.42907645863991 1.90801390745745 1.21377215560519 -1.26797705382673 2.01176285064087 FALSE ""
200 4 8 1.23174611587975 -2.96857017843236 2.01335918271686 2.0780869684671 -1.11000356053278 -0.520571674030705 FALSE ""
800 8 9 1.0998175559094 -2.98396463499198 2.12879539946746 1.27881482765149 -1.13688731748278 0.150577171970046 FALSE ""
1000 10 10 1.18071534807837 -2.92017834423746 2.01139357478922 1.04534560552106 -2.74659102853003 2.18650585015197 FALSE ""
500 4 11 1.2147608747172 -3.06074294555182 1.88699295869422 1.49265378787667 -2.18956725814261 1.82138765029905 FALSE ""
1000 9 12 1.2722612934402 -3.08251603307933 1.94608910578032 1.21471090417862 -2.13811105971803 1.48154045983087 FALSE ""
50 9 13 1.52449263541675 -3.12877481469399 1.76212746024543 -6.05712286139691 6.38463417820163 2.35838934761333 FALSE ""
800 4 14 1.28813596325841 -3.02218541322671 1.94697249556716 2.15193486625807 -2.41847262252323 0.910616794210994 FALSE ""
800 6 15 1.29777868766351 -3.10701041885311 1.92849700682408 0.782562923319552 -1.92498946242213 2.32334241808021 FALSE ""
300 1 16 1.06779761283923 -2.97303007755354 2.10025344319969 0.15274410283506 -0.727109033252322 1.57589833138427 FALSE ""
400 5 17 1.16071317624551 -2.95129465291203 2.02923603849286 0.517289839613606 -0.771706765957735 1.82304342891073 FALSE ""
400 10 18 1.27697065221644 -3.06348492441406 1.99997490610552 1.35191908247302 -3.74907017753044 2.50842478017453 FALSE ""
700 10 19 1.23915827365686 -3.16293207830496 2.02628004892517 1.17318474824631 -1.50343030104497 1.03134352403627 FALSE ""
600 9 20 1.07716855927251 -2.87909321941101 2.18060687645351 0.388442166580009 -1.5629987944937 1.87945237485311 FALSE ""
50 3 21 0.983866716589521 -2.65316627341295 2.34180314997717 -4.45866185619637 0.535001785737493 7.60358879048866 FALSE ""
600 10 22 1.09583444927736 -3.07238916874431 2.15706345271019 1.46179895649088 -2.26977366467004 1.2159459785596 FALSE ""
1000 6 23 1.22991097409223 -3.00184312143675 1.97981648936146 1.7830244223016 -2.24514507186981 1.00295916223062 FALSE ""
500 6 24 1.04113135038895 -2.92506104122705 2.19167962517037 1.37451275258783 -2.39028682423072 1.08039003464633 FALSE ""
100 9 25 0.953320395690335 -3.10415903567795 2.36746608258432 2.68899362755898 -4.20215089156814 -0.238178531299919 FALSE ""
800 1 26 1.15741273836895 -3.03636846812878 2.07274716688855 0.478691564338515 -1.18270398109521 2.01976592635957 FALSE ""
600 7 27 1.09568225567109 -2.85679742884095 2.0876708494629 0.874932843447208 -1.87862640210038 1.74617070053825 FALSE ""
400 8 28 1.39948151908123 -3.17722150958812 1.88740748739085 0.341387357466774 -1.45685910760674 2.82138918420371 FALSE ""
900 1 29 1.06291840556199 -2.91901805480841 2.16126789984386 1.96833520066128 -2.6688369615245 0.89071211772123 FALSE ""
50 5 30 1.09610192995896 -3.4252399913445 2.32585988970573 -8.97190705355515 20.8921577097162 -6.28012893705646 FALSE ""
500 8 31 1.2234508865814 -2.94635618415065 1.94055262257534 1.58589761303968 -3.22588576191614 1.89721065298606 FALSE ""
500 1 32 1.41007695334375 -2.96458211330377 1.7463399471132 2.38449764454165 -3.02039115918873 0.677813959389718 FALSE ""
600 6 33 1.2055992540444 -2.96974512337159 1.98226868558061 1.11759201007828 -2.42609019436314 2.14005732466335 FALSE ""
200 10 34 1.09673423077154 -2.99039768347762 2.16605131351817 1.6408774358088 -2.12069093456195 1.60236700567728 FALSE ""
500 7 35 1.21417624383265 -2.8180107746997 1.89947377153805 1.14016947973996 -1.72247386836254 1.04800178105307 FALSE ""
50 2 36 1.35178246449843 -2.75343561512441 1.84438117151697 0.244202305263048 -3.9228148696615 4.84697952772728 FALSE ""
300 2 37 1.03875712460758 -2.74186241484393 2.07209212041068 0.552475843363004 -2.09568266157291 2.02086549963031 FALSE ""
200 6 38 1.28146446960316 -3.18909357526745 1.94804094378133 1.85934164463388 -3.52679012562016 1.58243250421239 FALSE ""
200 7 39 1.33303727390139 -3.22573331609027 1.85996676557154 2.56472107143878 -2.09150949878663 0.368400802158387 FALSE ""
300 7 40 1.34886806431948 -3.00713339454292 1.7779845020575 0.165113439581193 -1.18756844654836 2.08665851971261 FALSE ""
600 5 41 1.22729479714899 -3.20962539664076 2.04611521606141 0.977040354601971 -1.56863364675172 1.4849214098428 FALSE ""
50 1 42 1.78342742679677 -3.74161250598352 1.46482905344656 2.22204162622906 -15.7803587033034 7.15184652886764 FALSE ""
900 9 43 1.2327478398441 -2.97370454422549 1.95636439070172 1.0426728656959 -1.4048773061328 0.833611806599508 FALSE ""
700 6 44 1.24772377494417 -3.14674204049242 1.96918833101806 0.691676478609311 -1.27571000036887 1.74622530834459 FALSE ""
100 7 45 1.15082968224961 -3.02619135733313 2.01482755491098 1.73991235414027 -4.50989803248347 1.63209822788536 FALSE ""
800 3 46 1.14314337389622 -2.8436523180355 2.0333656124904 1.13417900996249 -2.24394487432132 2.54040062431 FALSE ""
700 9 47 1.18185371905377 -2.99809219955746 2.0728693569485 1.12328431426541 -2.26216912508956 1.66049251169125 FALSE ""
900 4 48 1.11516484450688 -2.96509242490565 2.137595719579 0.306601385083566 -1.20385718252709 1.87636718801628 FALSE ""
600 1 49 1.20081860303089 -3.04456666644875 1.99158215078261 0.272021395942888 -0.995745023921082 2.054053064647 FALSE ""
200 3 50 1.14743023112056 -2.85297493020968 2.04645488686803 0.129937406967733 -1.10112955109704 1.47761658348938 FALSE ""
1000 8 51 1.24357579460749 -2.95529884505933 1.97692903980676 0.844044124292841 -2.45523292410056 2.38375975677046 FALSE ""
900 2 52 1.22779888785209 -3.15183929266066 2.06523084175173 0.611439806669945 -1.96933130003606 1.85813740626952 FALSE ""
400 6 53 1.11981965534623 -2.75920653185974 2.06012437147922 2.52863992748206 -2.72695120821913 1.19466343419808 FALSE ""
500 10 54 1.31515142756524 -3.06041771638564 1.89413819461607 1.4703896250011 -2.58116275542658 1.63912682957881 FALSE ""
300 8 55 1.15334456243926 -3.11717780877653 2.10681660658261 1.48838869884838 -1.79088735258389 1.53812279279604 FALSE ""
700 4 56 1.06966197149645 -2.97374647222985 2.14334382670883 1.30371892761106 -2.90731191660137 2.11853915332489 FALSE ""
200 8 57 1.35695055358471 -3.11245427517357 1.73779837553143 1.88239428108928 -2.88139590222221 0.556338632004721 FALSE ""
400 7 58 1.16231751812515 -3.01167055055743 2.06397170021535 1.06780705692606 -1.47025847452517 1.80089665033958 FALSE ""
50 8 59 1.07173610679262 -2.28595287836071 2.11413420842352 7.30406817163506 2.62030041096998 -11.87797745156 FALSE ""
50 10 60 1.06802465241149 -3.15465746555301 2.26224801179867 3.59215186358459 -2.58652697140131 -4.88206162198255 FALSE ""
100 4 61 1.5698560240876 -3.07883436203396 1.51325055618447 0.389014903782345 -0.537899569395971 1.23398940278662 FALSE ""
800 2 62 1.05872273191741 -2.87096878958038 2.1402851891675 1.30455267931808 -1.65014507650257 0.715775821848607 FALSE ""
900 8 63 1.19163052499721 -3.0645444397871 2.04090610040764 0.367802280708115 -0.842316952792844 2.17619440522049 FALSE ""
600 8 64 1.24933711025572 -3.07299323460174 1.98074363470449 1.25644965350358 -2.07012066901333 0.541687079664687 FALSE ""
900 6 65 1.2760590504259 -2.96745614747547 1.89915448579115 1.55929298460801 -1.36848220192902 0.280230282870227 FALSE ""
300 10 66 1.01435775175638 -3.12048513211844 2.34596798409611 1.37539146734662 -2.7962370434527 1.11788593176377 FALSE ""
200 5 67 1.22688654714624 -2.98670627200728 2.0541940733221 1.15332356658609 0.434044386370397 -1.13920430248381 FALSE ""
900 10 68 1.21333259529673 -2.93326897381564 1.98319149071628 0.717146133416773 -1.69574612335093 1.81514809887394 FALSE ""
700 7 69 1.30562868314154 -3.04585261439229 1.89975585436305 1.38578405890179 -2.63496039194824 1.33341560852593 FALSE ""
300 3 70 1.23628421532988 -2.9895269608953 2.01152300018445 0.0814884458144211 -0.879740366999831 2.5454918173228 FALSE ""
400 3 71 1.13453948069091 -2.87347173936542 2.02621059027765 1.95794171017282 -1.54855115011748 0.215686511332381 FALSE ""
600 3 72 1.17411916699265 -3.02322281912303 2.03661026011611 0.827280938833146 -1.15179678047661 1.75021938586357 FALSE ""
800 9 73 1.19682668999473 -3.01828738700821 1.99518900498328 0.972607738997704 -1.57982875207179 1.3821864903612 FALSE ""
700 3 74 1.30618012581258 -3.00739045035117 1.87334171915651 1.18090998210981 -2.34490880106429 2.30946398126702 FALSE ""
500 5 75 1.25709067438609 -3.00669398917606 1.94069871269306 0.938565564313567 -1.24351232409297 0.763019524898737 FALSE ""
700 2 76 1.26722322611801 -3.05238338018704 1.91133671554045 1.02849171685692 -0.74574372670403 1.21320993193344 FALSE ""
500 9 77 1.16645859085956 -2.97994404476278 2.11675000207195 1.83453166084686 -3.06403862555336 1.13559587076324 FALSE ""
1000 1 78 1.22232180634493 -2.9456864908347 2.01341651802143 1.0758952586129 -1.77580883935949 0.981750032338107 FALSE ""
50 6 79 1.23835126186419 -3.3496610615944 2.10167556809222 -0.424080676207224 -5.47612913488908 6.44258514379738 FALSE ""
900 3 80 1.27831092444318 -3.09224522739719 1.91517487007998 0.81658338579109 -1.66004364247742 2.24888197712678 FALSE ""
800 5 81 1.1760788684144 -2.95853638837717 2.03208547941135 1.20384122916122 -1.94859630313683 1.85187676075866 FALSE ""
800 10 82 1.19240655945672 -2.97193386226739 1.99690075131417 1.42733147456974 -2.77539383459519 1.86806976285842 FALSE ""
800 7 83 1.22892591193186 -2.98518664586104 1.96820364904923 0.73185186001742 -0.724008512781869 1.27018378869341 FALSE ""
600 2 84 1.09265184323735 -3.0700643671319 2.16961939623086 1.65668376948025 -2.05280416427606 0.478113050675337 FALSE ""
200 2 85 1.36779907469099 -3.03863672808615 1.84797597706062 1.18798864564196 -2.23745929420677 1.19077465326987 FALSE ""
100 3 86 1.19574695850954 -3.01086534555545 2.11146722561266 1.67135683286196 -1.65471238842192 -0.18121186514207 FALSE ""
100 8 87 1.20247488264054 -3.19955743423355 1.8588544403246 0.29289090573679 -0.792735203444154 2.09305174245012 FALSE ""
100 2 88 1.03171949835005 -2.58340393442877 2.16891327527469 0.567718104524686 -1.0189152295762 1.2059903546004 FALSE ""
300 6 89 1.08048601263949 -2.77874522801094 2.01170762252739 1.1250612967789 -1.75406354503131 1.597742085072 FALSE ""
100 10 90 1.1509885189531 -2.82507398518766 2.16614377476627 3.64914824259893 -2.27821432483129 -3.32358938051378 FALSE ""
700 5 91 1.24391435338256 -3.02550287283526 1.94857386081924 1.4917817447213 -2.42453914603126 1.28533281318156 FALSE ""
300 5 92 0.972764365045417 -2.79616924898325 2.18402664180635 0.0521048978406187 -0.398660954987494 2.00188404254437 FALSE ""
