"n" "rep" "id" "b0_mu_hat" "b1_mu_hat" "g0_si_hat" "g1_si_hat" "error" "errorMessage"
200 73 128 1.34156894797792 -3.78089362135965 0.89161224653982 -1.49088756031582 FALSE ""
500 74 129 1.26267494184066 -3.35966334719004 1.41546857305854 -2.40753898689551 FALSE ""
1000 40 130 1.19541095458949 -2.94888006024134 1.12098905747396 -1.75043606137308 FALSE ""
500 4 131 1.20387294603562 -3.09097465175271 1.34476954450681 -2.15220883900469 FALSE ""
700 95 132 1.21876818414388 -3.02044383568825 1.1696988212976 -2.05090800814324 FALSE ""
600 93 133 1.18950989984024 -2.95812290350614 1.26614628827922 -2.16902600571442 FALSE ""
500 11 134 1.27814275205952 -2.97609629547987 1.39845743153244 -2.29185997080073 FALSE ""
50 45 135 NA NA NA NA FALSE ""
900 36 136 1.0491269380877 -3.05926433704433 1.08638692234942 -2.00504162111505 FALSE ""
100 87 137 1.54522078874481 -2.69581229393505 1.95191942164721 -1.99215916798866 FALSE ""
500 59 138 3.17304615591994 -1.71163978364994 3.67092204495154 -0.684374202530082 FALSE ""
200 28 139 0.887760430998664 -2.67260225147054 1.24030532491999 -2.33995516422074 FALSE ""
500 84 140 1.25655358049262 -2.90976606560185 1.30665399240386 -1.68016944949405 FALSE ""
600 29 141 NA NA NA NA FALSE ""
100 64 142 1.25257088494488 -2.32537757652097 1.40423521494675 -1.24404893665184 FALSE ""
900 74 143 1.34520669364126 -2.82810382529393 1.27875665536361 -1.52228229423836 FALSE ""
800 63 144 13.4981937669464 -1.53076309438898 13.9539693870117 -0.393466630204811 FALSE ""
600 61 145 7.97692968995544 -1.4968231516166 8.45299773354724 -0.429723529422763 FALSE ""
900 71 146 1.26734737453988 -2.9634509211819 1.40520327100181 -2.27472311982313 FALSE ""
100 46 147 1.22784886827425 -2.33431275130634 1.57753804178261 -1.88326974120604 FALSE ""
50 38 148 0.802534479384276 -1.36334117771789 1.44485159902149 -1.83136966026658 FALSE ""
400 59 149 1.2331349821541 -3.03261085925247 1.15259327579691 -1.75183201928467 FALSE ""
500 93 150 1.18534221510375 -2.73683775346601 1.36080285206474 -2.05069459817773 FALSE ""
200 3 151 1.29146018024073 -3.30003882405349 1.24647795715081 -2.15800056722888 FALSE ""
900 78 152 1.06602198065056 -2.81669647106315 1.14683605455741 -1.75950111495487 FALSE ""
400 99 153 NA NA NA NA FALSE ""
900 3 154 1.0733661428931 -2.806221557475 1.20335257225081 -1.97409370151999 FALSE ""
100 78 155 NA NA NA NA FALSE ""
100 36 156 0.794620761739838 -4.38473946287463 0.359812675254568 -2.85459442158113 FALSE ""
100 83 157 0.986160419720034 -2.85081752025924 1.23123221077899 -2.9762722155199 FALSE ""
200 47 158 1.11820758150981 -2.9441690569179 1.22649309590256 -1.98826896353329 FALSE ""
50 5 159 3.14079277927952 -1.9852046182703 3.30269368491096 -0.448505393098243 FALSE ""
400 95 160 12.1395264949162 -1.48999687139608 12.6064200412542 -0.395281431808247 FALSE ""
700 76 161 1.15422625719673 -3.18730157236237 1.21704503978501 -2.42025736882372 FALSE ""
900 26 162 1.28572686303505 -3.13652165314516 1.34522249412238 -1.97175768747017 FALSE ""
600 57 163 0.982315151935171 -2.89870959704727 1.25644922268011 -2.47234726557814 FALSE ""
300 44 164 1.03307012014379 -3.17952613881467 1.13108985795547 -2.27894612542103 FALSE ""
50 19 165 1.19816955603109 -3.78380319465736 0.331461795068905 -0.931580274436307 FALSE ""
600 17 166 NA NA NA NA FALSE ""
700 19 167 1.14924401702934 -3.01143464835862 1.12563884239091 -2.17088627445208 FALSE ""
400 74 168 1.2154944570814 -2.70053623985928 1.23337314471973 -1.72774965084988 FALSE ""
500 94 169 NA NA NA NA FALSE ""
200 61 170 1.31070247961571 -3.0321480691075 1.42296907979749 -1.8640250758498 FALSE ""
300 59 171 1.09904124768687 -3.41770774130805 0.771030185505008 -1.87606051383049 FALSE ""
300 25 172 0.977687873749229 -3.03842603189069 0.967821670092019 -2.53030599947479 FALSE ""
400 55 173 9.79882631775552 -1.38416849574603 10.3842385378886 -0.56630081762522 FALSE ""
600 12 174 1.09000959720197 -3.05485027718155 1.03337017775023 -2.04848742906295 FALSE ""
400 51 175 1.20479033934128 -3.02699289152565 0.985730574646401 -1.57826377547142 FALSE ""
500 71 176 1.12728894323672 -3.3572235855351 1.1610566565276 -2.5809822991227 FALSE ""
300 80 177 1.15924026351201 -3.30368476545462 1.67129102524874 -3.25167477697807 FALSE ""
600 20 178 1.24000184737117 -3.35625582929752 1.42364179166125 -2.41458145594994 FALSE ""
900 55 179 1.24179371024059 -2.75382242425412 1.38035450297034 -1.73020421408854 FALSE ""
600 58 180 1.34989936452502 -2.74072264598822 1.23064045986997 -1.34142010236712 FALSE ""
500 60 181 1.30934310806703 -3.12882189775955 1.30651752062647 -2.2265589664708 FALSE ""
700 42 182 1.24021925002247 -3.11133763595321 1.03246444040343 -1.6032374775952 FALSE ""
400 21 183 3.6253223682153 -1.59054125669523 4.09853673940627 -0.631041767951082 FALSE ""
800 72 184 1.11773309359308 -2.93093452798062 1.1534311661548 -2.17783118550587 FALSE ""
50 65 185 1.17732545264805 -3.42800334185294 0.698337367585608 -1.97450440224774 FALSE ""
800 42 186 1.35422316005392 -2.7239817810185 1.56696709225992 -1.80821972035474 FALSE ""
700 3 187 NA NA NA NA FALSE ""
900 82 188 1.18452175151246 -3.04827988943843 1.20156018999801 -2.08016449986745 FALSE ""
50 97 189 1.04997634477648 -2.4031611371986 1.01641631659693 -1.91933634446341 FALSE ""
1000 22 190 1.26366236190828 -3.01146385523946 1.42027087621749 -1.9982816065772 FALSE ""
400 27 191 1.18294527022798 -2.89780622690899 1.374429578982 -2.06115728805713 FALSE ""
400 35 192 NA NA NA NA FALSE ""
700 28 193 1.16791889538794 -2.68063869914907 1.2608651118372 -1.7920684525896 FALSE ""
200 85 194 NA NA NA NA FALSE ""
200 68 195 NA NA NA NA FALSE ""
100 40 196 1.26485135219441 -1.86683953109646 1.46513071761233 -1.23377309119381 FALSE ""
600 70 197 1.15537709099379 -3.21477021707067 1.47001472189819 -2.62163167728891 FALSE ""
800 10 198 1.15895896542331 -2.74934859275394 1.18729278996211 -1.85380546196751 FALSE ""
400 31 199 1.21319850032572 -3.12289865455626 1.3458664277648 -2.20477405101692 FALSE ""
200 40 200 NA NA NA NA FALSE ""
400 36 201 1.02988473109881 -3.06805078237488 1.22080644403227 -2.68248438075224 FALSE ""
900 34 202 1.13998051561376 -3.06722326136138 1.30910594273788 -2.24948401197301 FALSE ""
1000 61 203 1.26640180377277 -2.71313336807664 1.48671754394655 -1.91995137531979 FALSE ""
600 6 204 1.11981026367069 -3.5136866134728 1.01608511665905 -2.29581163184487 FALSE ""
200 44 205 1.24811547588318 -3.04644513225305 1.30726661699921 -2.21230985153744 FALSE ""
700 84 206 1.08436088783086 -3.05675918701701 1.09730408861465 -2.18606933089087 FALSE ""
600 62 207 1.2163866564516 -2.89896723494783 1.19501699154152 -1.91270986920803 FALSE ""
900 67 208 1.23526132633595 -2.6151915394822 1.44847140358947 -1.86848467847566 FALSE ""
50 49 209 NA NA NA NA FALSE ""
300 58 210 1.27868011179192 -3.13896768693874 1.05730361246556 -1.8456204193632 FALSE ""
700 16 211 NA NA NA NA FALSE ""
50 16 212 NA NA NA NA FALSE ""
300 37 213 0.972248004406007 -3.11403171730931 0.877848991708977 -1.84895601475183 FALSE ""
200 91 214 0.945239699819507 -2.70433596690719 0.842483594627017 -1.39927129367296 FALSE ""
800 58 215 1.32418331413923 -2.98565082569923 1.45851093024373 -2.04457413101839 FALSE ""
400 40 216 1.2005433595379 -2.80615278887706 1.6001686426688 -2.38209779975732 FALSE ""
100 5 217 1.01609817605133 -3.12331992784218 0.992768738597786 -2.11292445420312 FALSE ""
700 62 218 1.1201318414927 -3.25071188662878 1.18167059498126 -2.34600553280723 FALSE ""
700 56 219 1.35599593621227 -3.27562132322785 1.59188766703795 -2.49683516449439 FALSE ""
400 1 220 1.03547182122712 -3.1979484701829 0.777973039784009 -1.74575948348671 FALSE ""
600 86 221 1.20068737316695 -2.84074022184908 1.24888685029923 -1.90512031605428 FALSE ""
700 88 222 NA NA NA NA FALSE ""
800 71 223 1.19484857138985 -2.90165331526237 1.28193528475479 -1.87863185652304 FALSE ""
700 21 224 1.32025379195283 -2.83549924976833 1.63981112976263 -2.10476609254719 FALSE ""
500 98 225 1.25709983448373 -3.39135953336392 1.24823117474141 -2.10028597936032 FALSE ""
800 14 226 1.27900858923113 -2.62469095173222 1.40149874371842 -1.69096049888375 FALSE ""
500 90 227 NA NA NA NA FALSE ""
700 67 228 1.27052494479247 -2.89805710251791 1.40504184601555 -1.96290416430414 FALSE ""
50 75 229 1.18168658447368 -2.51351323473588 1.56807142942301 -2.06012998165118 FALSE ""
200 79 230 1.31840506678247 -2.64791487780113 1.62413136821001 -2.03882491639667 FALSE ""
700 83 231 1.08952288516327 -2.72597024808848 1.20927693304488 -1.75215150138949 FALSE ""
600 33 232 NA NA NA NA FALSE ""
400 89 233 1.33778241756674 -2.9340933856358 1.40299839738904 -1.78986794429498 FALSE ""
600 96 234 1.22323343329943 -3.16363397490222 1.38757083906352 -2.33275083015148 FALSE ""
100 50 235 1.23340045721034 -2.54054613678972 1.18688440281878 -1.57876242631371 FALSE ""
100 92 236 1.09090803913139 -3.13034658042052 1.10017097361199 -2.34466777108997 FALSE ""
1000 74 237 1.05211913305301 -2.6105515271068 1.26693397574934 -2.22352126774521 FALSE ""
600 81 238 1.24050619108577 -2.7542651867113 1.4776803005924 -2.05252442522292 FALSE ""
100 57 239 1.02212121588071 -2.90135393420953 1.43514530863465 -3.05064487542344 FALSE ""
800 33 240 6.90896724416179 -1.58896404032394 7.42403985053459 -0.469152430505594 FALSE ""
300 27 241 1.29950643346805 -3.00326792609755 1.11294900318938 -1.50685766601363 FALSE ""
400 29 242 1.2750309570438 -2.60877817380205 1.603926853007 -2.03040653219995 FALSE ""
400 50 243 1.10733357986165 -3.33307780988733 0.948247098870722 -1.96577644453188 FALSE ""
100 39 244 NA NA NA NA FALSE ""
900 35 245 1.22276552296701 -2.84387276233171 1.29130898800524 -1.68982352522185 FALSE ""
800 2 246 1.19303096235467 -3.02611340183114 1.31047818184658 -2.11278164936588 FALSE ""
300 41 247 5.84244549478338 -1.53386243046302 6.36994275681695 -0.48089709702098 FALSE ""
50 84 248 NA NA NA NA FALSE ""
800 43 249 1.22789536742589 -3.01981741179103 1.12368214038198 -1.96847919940384 FALSE ""
500 24 250 1.12768399260649 -2.72595054004392 1.54918564293924 -2.47677692349376 FALSE ""
900 16 251 1.1405484092926 -2.92904981528864 1.09292605222624 -1.90849347721401 FALSE ""
100 72 252 1.34228307426879 -3.66181686001371 1.14201982518907 -2.14905039459572 FALSE ""
700 36 253 1.25453758984557 -2.92801987003744 1.50800532146935 -2.37178342735971 FALSE ""
800 8 254 1.10776513087741 -2.97727785341595 1.10868768858219 -2.03879819031353 FALSE ""
300 78 255 1.1209351920594 -2.57882904922239 1.22726220572302 -1.69831569962775 FALSE ""
200 7 256 1.22227972158905 -3.34912076058714 1.27687343718196 -2.45216644793547 FALSE ""
200 100 257 27.1602516160494 -1.6242225381887e-14 27.9381867663549 -9.1120790693775e-15 FALSE ""
1000 24 258 1.25816052250967 -2.65715963174425 1.50954150904189 -1.96612727247868 FALSE ""
700 47 259 1.22268792169829 -3.09535466254132 1.30954501614054 -2.12210820665261 FALSE ""
200 21 260 NA NA NA NA FALSE ""
800 83 261 1.22786431051598 -2.75524968383213 1.37746453975538 -1.96503832186363 FALSE ""
600 36 262 NA NA NA NA FALSE ""
200 10 263 1.41733652722936 -4.3142247743102 0.951524039813749 -2.18621951899022 FALSE ""
200 37 264 1.00980844263514 -3.04812611370948 1.02209418671579 -2.26608783558197 FALSE ""
200 43 265 12.6408738824412 -1.78402268166417 13.182605586398 -0.526290567964361 FALSE ""
1000 16 266 1.24881893943568 -2.68638608297458 1.3577443212788 -1.85094453303257 FALSE ""
400 20 267 1.174283753584 -2.7928706151163 1.22181633816882 -2.10366515849861 FALSE ""
100 43 268 1.18443017612785 -2.92436296136735 0.896520566972243 -1.24434480359343 FALSE ""
800 88 269 1.020052301578 -2.85670975692297 1.27729776310813 -2.35428270107227 FALSE ""
900 85 270 5.52427626198998 -1.56434656202119 6.03673826147283 -0.533606161404447 FALSE ""
300 45 271 1.07432121926233 -3.27409381918734 0.75298893254289 -1.68233888623031 FALSE ""
600 2 272 1.1357816849245 -2.75195045514549 1.34762677127097 -1.94878796195434 FALSE ""
400 43 273 1.11076146321514 -2.80670283349464 1.21353458709079 -2.05638888246202 FALSE ""
900 50 274 1.13473714809731 -3.26403683824263 0.709884550945098 -1.66326167688803 FALSE ""
200 97 275 NA NA NA NA FALSE ""
500 63 276 11.1992902632158 -1.76833750043981 11.5453508520893 -0.280799063126646 FALSE ""
600 91 277 1.05847437552676 -2.86684353443432 1.5326109910257 -2.48491390980511 FALSE ""
1000 64 278 4.19534030945777 -1.55552267620203 4.77353316478637 -0.630794971611929 FALSE ""
300 65 279 1.25365503198054 -2.82885036126118 1.28172660487755 -1.79782327591408 FALSE ""
700 51 280 1.29538932391143 -3.04215737257502 1.14360706997476 -1.61924722764323 FALSE ""
900 5 281 1.19111936892707 -3.33155539983114 1.25002441180905 -2.32367935157863 FALSE ""
1000 67 282 1.2222249887454 -2.82276224976245 1.45193403047788 -1.97289216965601 FALSE ""
500 69 283 1.05020130693162 -3.25986956161603 1.02099419921626 -2.28822714243287 FALSE ""
900 23 284 1.21694702858028 -2.99852216363101 1.30923266500669 -1.99599774804345 FALSE ""
500 21 285 1.31419665036027 -2.9363241899372 1.5349423195134 -2.2128318930921 FALSE ""
50 82 286 1.14512019697364 -4.35500071902914 0.509739380800061 -2.02752951683557 FALSE ""
700 91 287 1.12274305455472 -3.02057598296294 1.12935171435875 -1.85979853074888 FALSE ""
900 86 288 1.24661172307657 -2.77531461756414 1.32682847566656 -1.76830858250027 FALSE ""
100 76 289 6.25916107297105 -1.64920003491858 6.58908773862195 -0.164059178962349 FALSE ""
300 18 290 1.21917086084416 -2.49426784206079 1.29486709472512 -1.61506049963996 FALSE ""
200 18 291 1.17906819328873 -2.20362261809346 1.57257426710285 -1.8096031898025 FALSE ""
200 65 292 1.10191562651807 -2.67810169249104 1.19910087852435 -1.94337639564948 FALSE ""
100 93 293 1.32776939614328 -2.80058707005467 1.75446996021471 -1.83705992811196 FALSE ""
600 11 294 1.17785718467349 -2.92530133099825 1.44824197881062 -2.34508658965585 FALSE ""
500 92 295 1.28649870905845 -3.15282673801673 1.33717480739143 -2.11934568926642 FALSE ""
700 43 296 NA NA NA NA FALSE ""
1000 98 297 1.14275605359309 -2.85477474696749 1.22902039521295 -1.98494829652127 FALSE ""
300 10 298 1.11337799147983 -2.89447829301349 1.28059903080445 -2.08423369438384 FALSE ""
300 91 299 1.08361126732905 -2.83599816361696 1.0969889359254 -1.9659833868473 FALSE ""
400 87 300 0.913944559047099 -2.93413363350224 1.01662783090103 -2.10836252371817 FALSE ""
400 6 301 1.28972776740822 -2.70403191202528 1.27696153418988 -1.68200240754386 FALSE ""
300 70 302 0.88983523633886 -2.83999742481477 0.763618468949367 -1.81767498923406 FALSE ""
50 80 303 0.813598986587804 -2.65080751533555 0.709613811316221 -1.91390336111491 FALSE ""
50 50 304 NA NA NA NA FALSE ""
700 10 305 1.11553459190195 -3.0895150500987 1.13873044642491 -2.06895476303696 FALSE ""
700 94 306 4.13753762338265 -1.66690839171051 4.69041914151883 -0.659405737319334 FALSE ""
700 97 307 12.7923315699552 -1.37220215057319 13.2913236758173 -0.426636514727897 FALSE ""
100 71 308 NA NA NA NA FALSE ""
50 13 309 NA NA NA NA FALSE ""
400 60 310 1.09518447891811 -2.97360916243058 1.08279805603163 -2.02688835439223 FALSE ""
800 85 311 1.26802965584672 -2.65099719881254 1.23533774217119 -1.86004285231406 FALSE ""
200 72 312 1.09837570829081 -2.61355215011549 1.5082510248792 -2.52181840167789 FALSE ""
100 55 313 3.05583132321331 -1.47840806635027 3.82736224032134 -1.07892274182394 FALSE ""
50 26 314 0.548139327805742 -2.17318027647692 0.359688009144418 -1.31493978206273 FALSE ""
100 17 315 1.16758158230576 -2.83734887333328 1.62591244304401 -2.09929431321016 FALSE ""
600 82 316 3.82445745539144 -1.6449723031055 4.22054238747066 -0.459243013985253 FALSE ""
300 55 317 1.16319808222429 -2.56295584399648 1.27272017079278 -1.94665702336442 FALSE ""
100 100 318 4.9722558293618 -1.24319685746874 5.45572751396226 -0.448632341611475 FALSE ""
800 92 319 1.27430714841511 -3.10012330721759 1.17321794722908 -1.76909720822021 FALSE ""
