"n" "rep" "id" "b0_mu_hat" "b1_mu_hat" "g0_si_hat" "g1_si_hat" "error" "errorMessage"
600 71 320 1.17907483506318 -3.05809553149829 1.2817814943434 -2.4437610620174 FALSE ""
200 5 321 1.12317570023031 -2.87142255582767 1.59927794694067 -2.94140501172197 FALSE ""
400 14 322 1.24987098054182 -2.71320198944306 1.37613611578398 -1.96306031220419 FALSE ""
700 74 323 1.27049611339177 -2.8695722737922 1.43374479500936 -1.9073579040628 FALSE ""
50 41 324 2.68790405147234 -1.4375138734061 3.2746830892085 -1.02337430297863 FALSE ""
500 44 325 1.31207114534837 -2.85428284971344 1.50414985638693 -2.08456842925291 FALSE ""
400 65 326 11.2128450968689 -1.46888325801114 11.6530293266894 -0.389869463233212 FALSE ""
800 69 327 1.08787128782941 -3.15829175731005 1.15987788587755 -2.32129302483561 FALSE ""
900 11 328 1.22709585727924 -3.11178667898316 1.2278381320908 -1.97114406031882 FALSE ""
200 56 329 1.28549242373532 -2.42969678112436 1.47502386145262 -1.67519372167702 FALSE ""
100 68 330 11.9132694893684 -1.56144724127774 12.4411999807144 -0.515321264467581 FALSE ""
100 38 331 4.4972610594066 -1.83076094859555 5.02319331076006 -0.623116498995283 FALSE ""
300 90 332 NA NA NA NA FALSE ""
700 50 333 1.27163955652181 -3.1051451999292 1.25816533992299 -1.99401352962073 FALSE ""
700 15 334 1.21188131057564 -3.20404889108648 0.897085656305989 -1.53368431844938 FALSE ""
700 48 335 NA NA NA NA FALSE ""
300 81 336 11.6552020882867 -1.56753386010544 12.1329728910576 -0.403782222677779 FALSE ""
600 27 337 37.0283349925085 4.53445199987228e-14 37.7879482519405 4.0663032413345e-15 FALSE ""
400 82 338 1.04049203057154 -3.19204499016011 1.31039109219833 -2.70626839264756 FALSE ""
900 64 339 1.13769772856803 -3.27252596248662 1.15980240292446 -2.408863444738 FALSE ""
100 22 340 1.17074623135748 -3.69220275687105 0.670183091883293 -1.71837671072069 FALSE ""
900 27 341 1.21439835035449 -2.76721887625617 1.38672065530884 -1.89040347182309 FALSE ""
500 20 342 1.04997167861462 -2.83696287783271 1.04187973192406 -2.09429740017416 FALSE ""
800 64 343 1.07106853503979 -3.0886735998334 1.08886775522025 -1.995567864864 FALSE ""
1000 37 344 1.22815284674179 -3.06640797080074 1.35150810665037 -2.26727288109947 FALSE ""
700 60 345 NA NA NA NA FALSE ""
900 56 346 1.33450004763607 -2.74536072279887 1.44445917875763 -1.66345326057877 FALSE ""
400 72 347 1.34931254790002 -2.53284666388221 1.5143565605476 -1.64845095495334 FALSE ""
1000 42 348 1.29788582266581 -2.79238485172946 1.36150023835123 -1.83202671429379 FALSE ""
200 34 349 13.1477938274213 -1.47479328946499 13.6689890073302 -0.512347951735182 FALSE ""
300 26 350 1.35423746792998 -3.22173629843829 1.39692869932412 -1.94406974657995 FALSE ""
400 100 351 4.01049010127153 -1.62760552101351 4.53943190567855 -0.654104700319527 FALSE ""
200 11 352 NA NA NA NA FALSE ""
200 14 353 5.1582775676396 -1.42091295532239 5.80523989709118 -0.639965427839094 FALSE ""
800 96 354 1.16153077848262 -2.99988849982817 0.989017845678291 -1.77569750692428 FALSE ""
700 32 355 NA NA NA NA FALSE ""
600 49 356 1.20267989507612 -3.23118989688173 1.31940079066602 -2.24872479874645 FALSE ""
50 54 357 1.05913225878978 -3.28878534751602 -0.00710746703734863 -0.253205658699513 FALSE ""
500 62 358 1.24400670520539 -2.85629366560913 1.56434207395344 -2.35582904246958 FALSE ""
1000 70 359 NA NA NA NA FALSE ""
400 69 360 NA NA NA NA FALSE ""
400 12 361 1.25969397175957 -3.12045066762423 1.32479937723076 -2.15274143618074 FALSE ""
600 5 362 1.03104306762783 -2.79223368928467 1.16888209960641 -2.1960477825435 FALSE ""
700 72 363 1.15824444151017 -3.01347852156746 1.09498967920167 -1.82668766861518 FALSE ""
800 52 364 NA NA NA NA FALSE ""
700 70 365 1.13140205136799 -3.20537683092436 1.28894758208119 -2.61800842846745 FALSE ""
400 47 366 1.0888961917412 -2.58342589246398 1.22227117468093 -1.79341886653388 FALSE ""
400 30 367 1.36893915016043 -3.17449449230119 1.43257410431802 -2.02888191439354 FALSE ""
700 29 368 1.12733477443663 -2.66957663111158 1.24424987519849 -1.91700554612344 FALSE ""
200 25 369 1.272925271602 -2.20775329127597 1.58350323997972 -1.54157476715271 FALSE ""
600 42 370 1.23775243834703 -3.16036149882741 1.32428604987015 -2.43580778295281 FALSE ""
400 66 371 1.18100895951536 -3.63638838031777 0.981680022741935 -2.28079870931116 FALSE ""
200 22 372 1.1097740268269 -3.47822120946398 1.41298557567094 -2.84078515555675 FALSE ""
100 67 373 0.907307692936471 -2.51785068513825 0.665161426399026 -1.73967527361296 FALSE ""
50 10 374 1.13050576430279 -2.86508747162171 1.07773799758404 -2.06215097271757 FALSE ""
700 73 375 1.34828807343115 -2.72043669750147 1.34280241482786 -1.50474372413561 FALSE ""
800 91 376 11.2757607594608 -1.41103526710366 11.751741229435 -0.42045104656791 FALSE ""
100 70 377 36.8919995399871 -1.18129985144596e-16 37.8393636044212 -2.93473388341653e-14 FALSE ""
300 50 378 1.01940351032497 -3.38450064966031 0.808685680498438 -1.84736802637186 FALSE ""
50 67 379 1.04649386519643 -4.24993520269124 0.909204415034749 -2.8317199398913 FALSE ""
100 34 380 NA NA NA NA FALSE ""
300 23 381 1.12752292860174 -3.14309259671244 1.32788381915373 -2.49373930356048 FALSE ""
200 81 382 1.09206127126522 -3.87987797702999 0.615174647207183 -2.17748842612618 FALSE ""
1000 32 383 1.26142448779953 -2.93541976387309 1.41518185332712 -1.93771551664121 FALSE ""
50 33 384 1.45415438935892 -1.68530380194711 2.12593904764132 -1.61692567760767 FALSE ""
200 46 385 1.12041541651883 -3.60864814791065 1.18368214475377 -2.55833508430636 FALSE ""
1000 87 386 1.18161347104267 -3.2227027134668 1.27568716523263 -2.5116767761539 FALSE ""
700 14 387 1.1476593578867 -3.06080321732115 1.33743345586435 -2.44545313593844 FALSE ""
50 21 388 1.12243886127953 -2.44629646273885 1.2351700157135 -2.11556625459222 FALSE ""
1000 15 389 1.15045714963201 -2.99887561524075 1.19920974966823 -2.02207318021352 FALSE ""
200 6 390 1.08535841272013 -2.8378900762303 1.12926431391767 -2.62702900017052 FALSE ""
700 17 391 1.05029730072387 -2.85673582720161 1.33913201350978 -2.331945062397 FALSE ""
500 35 392 1.11078376281849 -2.81204339482286 1.39846032452293 -2.265289040062 FALSE ""
50 88 393 5.10818491880765 -1.78128501140506 5.66671391918884 -0.827814402568176 FALSE ""
200 64 394 3.42199837625692 -1.46557095902193 3.8795217486599 -0.563994405770216 FALSE ""
100 27 395 1.33380173187882 -3.06233142586534 0.970532597918643 -1.42747899011239 FALSE ""
1000 69 396 1.19266435706829 -3.37973851701465 1.11849180464859 -1.99673510077448 FALSE ""
50 63 397 0.872169581564609 -3.72713464220089 0.447126049586062 -3.08953300338732 FALSE ""
900 9 398 1.11776053149845 -3.30835667090309 1.08351066416287 -2.19629027113611 FALSE ""
800 75 399 1.28286451870339 -3.14142902882088 1.30688577538546 -2.02935273741009 FALSE ""
600 35 400 13.136328394217 -1.51522143053084 13.7326524603221 -0.617723918317725 FALSE ""
100 85 401 NA NA NA NA FALSE ""
500 47 402 1.358149518435 -2.51168720201581 1.59611490462068 -1.93576502509211 FALSE ""
600 26 403 1.21787323581321 -2.97412077638721 1.31823841357962 -2.10780307569466 FALSE ""
500 19 404 1.33899283965344 -2.44393007626143 1.66956276735505 -1.82039659507805 FALSE ""
500 22 405 12.6850047689437 -1.50892954824718 13.2153917793924 -0.472076920176654 FALSE ""
50 4 406 NA NA NA NA FALSE ""
500 91 407 1.29988301582679 -3.1326748118494 1.42923995587693 -2.06141814965135 FALSE ""
300 52 408 NA NA NA NA FALSE ""
300 79 409 NA NA NA NA FALSE ""
800 49 410 6.36729381857706 -1.50320191251713 6.87666492505238 -0.471894400154026 FALSE ""
500 32 411 1.26486949912287 -3.06767185651593 1.31606208579189 -1.99250064885402 FALSE ""
1000 14 412 NA NA NA NA FALSE ""
700 33 413 1.35413238774675 -2.67094560940429 1.44674013550133 -1.54104546912288 FALSE ""
700 2 414 1.28990884227193 -2.95956265507689 1.34645989144454 -1.81426593100748 FALSE ""
100 69 415 NA NA NA NA FALSE ""
700 44 416 6.15975176024378 -1.5471897073898 6.68449661260374 -0.486690636623744 FALSE ""
900 68 417 1.1997429615155 -2.79749040638289 1.33244874955103 -1.92516499939536 FALSE ""
900 87 418 1.34452030133198 -3.0120135718744 1.43409772080077 -2.01540844491842 FALSE ""
300 6 419 1.41632521545602 -3.17551635351443 1.4196871006531 -2.45720801152858 FALSE ""
400 84 420 1.09197741506065 -3.21778287378355 1.34416636671362 -2.71782175686209 FALSE ""
50 2 421 0.850958993052338 -3.12922875326425 1.15637148426754 -2.26351967763328 FALSE ""
300 12 422 1.01804052801982 -2.9638504329951 1.62556714956697 -3.17300984407877 FALSE ""
700 53 423 1.25547861557345 -3.08255468565269 1.29353797202923 -2.05089384664584 FALSE ""
100 99 424 0.877850893562905 -2.92370128346708 1.25705157784328 -2.65750721384615 FALSE ""
700 9 425 1.25568653637924 -3.21082698661761 1.3698662281465 -2.03054370149042 FALSE ""
300 94 426 NA NA NA NA FALSE ""
700 38 427 1.28236273069821 -3.19025184698312 1.19280150239114 -1.77763108865567 FALSE ""
600 43 428 NA NA NA NA FALSE ""
400 13 429 1.25810744306143 -2.89186919069655 1.23225684160047 -1.7323529737978 FALSE ""
700 34 430 1.23601781834794 -2.9606800606113 1.2335146180334 -1.84937397173547 FALSE ""
700 86 431 1.25221141367329 -2.85058530065422 1.46537997266527 -2.09619420748474 FALSE ""
50 68 432 -0.00946069036168611 -1.88387281258098 1.75364657352473 -4.51905474975448 FALSE ""
500 82 433 1.29254096983707 -3.05345771456626 1.28875470207025 -1.80435687901266 FALSE ""
900 53 434 1.26714179727607 -3.13942841220868 1.34935928663882 -2.12880119184183 FALSE ""
900 44 435 1.27229207771865 -2.72850450101068 1.41017903088708 -1.89767716324527 FALSE ""
500 45 436 1.31056534064676 -2.77509559650541 1.29880229372602 -1.43884077298712 FALSE ""
50 11 437 12.4749953449017 -1.02577430637482 13.6590900502129 -1.16556869159756 FALSE ""
200 50 438 1.14774031987105 -3.1797131545416 1.31778877872739 -2.86658862839895 FALSE ""
600 14 439 NA NA NA NA FALSE ""
400 75 440 1.09859236587051 -2.68406520786062 0.863116454933709 -1.59499217593872 FALSE ""
1000 92 441 1.25009195502239 -3.00423644539925 1.30931605153712 -1.88463570201032 FALSE ""
400 45 442 1.1318162739253 -3.63573023605499 0.552367793962358 -1.78603402903926 FALSE ""
200 96 443 1.23163903676165 -2.69460113794111 1.42900391685862 -1.84060961831693 FALSE ""
700 61 444 1.13471143761758 -3.08469262408271 1.05302214372292 -1.96159790710948 FALSE ""
900 89 445 1.26818987824979 -3.39416119000784 1.17387263986804 -2.25178218194385 FALSE ""
700 52 446 1.10074671929741 -2.65667552786566 1.25460659603231 -1.98527479621882 FALSE ""
400 48 447 NA NA NA NA FALSE ""
100 47 448 1.30464565976414 -2.83259557157609 0.879713433148097 -1.31632851496219 FALSE ""
300 21 449 7.64129828272516 -1.49565552548858 8.08285577170919 -0.345704428693769 FALSE ""
1000 25 450 1.24833055184769 -2.82911022029719 1.38245097573923 -1.78262825615041 FALSE ""
800 6 451 1.20340272898535 -3.07803112129743 1.22718986819614 -2.02113444224723 FALSE ""
500 30 452 0.986852309149817 -3.16080668179375 1.21804397453737 -2.86225397079869 FALSE ""
800 51 453 1.19845555726634 -2.62285670941676 1.42810844149129 -2.02984440041285 FALSE ""
300 82 454 1.30049128632257 -2.90585121104593 1.45762942727681 -1.93496525241367 FALSE ""
700 41 455 1.25234422216327 -3.35687645257726 1.29064643575099 -2.15060024115893 FALSE ""
500 2 456 NA NA NA NA FALSE ""
500 9 457 1.24818679846133 -2.96175597751979 1.41136828265666 -2.08023449243326 FALSE ""
600 13 458 1.29892094533277 -2.80232230981301 1.32693418532154 -1.55842419720102 FALSE ""
50 61 459 1.51010605713798 -1.92091085622493 1.74343919452575 -0.882046873008529 FALSE ""
900 80 460 1.33420219530466 -2.99592906130147 1.40280321785982 -1.91838652380564 FALSE ""
700 89 461 1.25111861456035 -2.7707670222149 1.274897335843 -1.90823466539008 FALSE ""
50 17 462 NA NA NA NA FALSE ""
200 19 463 1.23263248699206 -3.66468537599148 1.03301115681126 -2.33511009730617 FALSE ""
800 35 464 1.27140614988818 -2.88205743044819 1.32238650824505 -1.94593650073133 FALSE ""
50 25 465 1.62080477834401 -4.61080382196662 1.82070625266381 -3.41910539184729 FALSE ""
800 9 466 1.17587564138212 -2.73431141613767 1.23480148139975 -1.75379418973444 FALSE ""
100 91 467 NA NA NA NA FALSE ""
900 84 468 1.28820112859451 -2.62972254478117 1.38705986074399 -1.52035285369754 FALSE ""
500 28 469 1.36122904084945 -3.12848971985397 1.17604871088928 -1.65233019771366 FALSE ""
300 20 470 1.19646307732287 -3.86119813946855 1.085559644145 -2.60486529270978 FALSE ""
300 5 471 1.1339326133854 -3.45568558822394 1.79008941141637 -3.79866455463377 FALSE ""
1000 55 472 1.2547997906441 -3.06158095905033 1.1967577286294 -1.8644623279083 FALSE ""
400 18 473 1.19800913074993 -3.17880364544729 1.59590967688272 -2.99168199557563 FALSE ""
50 73 474 1.50462456646167 -3.91936997918649 1.67108829330351 -3.04335471813078 FALSE ""
50 48 475 0.927692873623132 -2.79483787679064 0.928201950260045 -1.78264039808993 FALSE ""
1000 44 476 1.18235905631145 -3.225366079138 1.21685296466849 -2.18657790789488 FALSE ""
200 92 477 NA NA NA NA FALSE ""
200 76 478 NA NA NA NA FALSE ""
800 25 479 7.6233757357436 -1.59672513652804 8.13564360478257 -0.473414241321882 FALSE ""
600 73 480 1.20731711134614 -3.03491361390551 1.09310842170315 -1.6007749927399 FALSE ""
100 28 481 1.17167404572964 -3.30404044788052 1.18876804733761 -1.87984022450445 FALSE ""
100 26 482 1.30348471183492 -2.30995230318184 1.76229538272017 -2.06082711804809 FALSE ""
1000 88 483 1.26734507974005 -2.89419193093639 1.36588954339851 -1.90080879328557 FALSE ""
200 88 484 1.04838994479821 -2.8739691793119 1.21110535823001 -2.1078996898517 FALSE ""
500 77 485 1.01796640173998 -2.98359885938227 1.18985787305215 -2.39594717918303 FALSE ""
200 49 486 NA NA NA NA FALSE ""
300 69 487 1.02313909304962 -2.83953899948621 1.20502634633952 -1.91540130138535 FALSE ""
50 31 488 0.762381351774279 -2.70304606819841 1.010736587395 -2.73305714165981 FALSE ""
800 87 489 1.0500032374495 -2.82882378743005 1.01625117175554 -1.86701457912104 FALSE ""
400 68 490 1.2426410098634 -2.25583026990477 1.71261237667394 -1.95888316165517 FALSE ""
200 41 491 1.33309088194705 -2.64091162940644 1.23893413347028 -1.33011418332767 FALSE ""
900 18 492 1.1640986945684 -2.58905076810001 1.31056894865341 -1.87702233960338 FALSE ""
900 58 493 1.18922683457453 -3.09400220646344 1.2884175324372 -2.21809852608715 FALSE ""
50 28 494 1.17282634003774 -3.73603665153712 0.702997283390122 -2.22699672134058 FALSE ""
100 14 495 1.13362984922954 -3.6971940919056 0.958129742481342 -2.00103594501245 FALSE ""
900 39 496 1.21866132365284 -2.67110198251686 1.37041055345666 -1.89520708028126 FALSE ""
1000 21 497 1.24007420505273 -2.89677658362791 1.28575051305741 -1.92421854073522 FALSE ""
1000 51 498 1.20465178807465 -3.23951824707666 1.38942794006404 -2.37201093775059 FALSE ""
900 13 499 1.19637465178747 -2.98988798854625 1.00856315716484 -1.47443684250386 FALSE ""
500 23 500 1.27199057306453 -3.03046412531624 1.44907723805108 -2.51117165891144 FALSE ""
100 16 501 0.880750051881337 -3.49725806735288 0.427323401440055 -1.67381572121803 FALSE ""
1000 35 502 1.18294202003507 -2.92614444093783 1.34359395742384 -2.02451946686285 FALSE ""
300 96 503 1.07476963771379 -2.65818374674393 1.09038071163448 -1.58962063985204 FALSE ""
300 29 504 1.07489429543486 -3.25329436205448 1.24553468205489 -2.41510358110416 FALSE ""
50 91 505 1.34880493729134 -3.31683107254631 1.25942246515366 -2.44244155532208 FALSE ""
200 70 506 1.20565473161085 -2.79391263682532 1.46694931749635 -1.94945957587687 FALSE ""
400 79 507 9.57508910604253 -1.49034989207568 10.0574207234004 -0.425549793313618 FALSE ""
100 4 508 12.9238112081277 -1.2198586099797 13.5825337575803 -0.697812803290281 FALSE ""
200 69 509 1.30498793286416 -2.74376884538827 1.32104614600298 -1.62131990492529 FALSE ""
1000 95 510 1.22871966102584 -2.81592977812499 1.31316250942933 -1.95647531126684 FALSE ""
500 14 511 1.15846813243911 -2.69276680801887 1.2179726889879 -1.99298140641685 FALSE ""
500 89 512 1.12929318644744 -3.26129507507324 1.02154876619367 -2.19090349366504 FALSE ""
50 22 513 NA NA NA NA FALSE ""
300 74 514 1.29980329060608 -3.13284392610118 1.22709313207919 -1.77951483910984 FALSE ""
1000 99 515 9.26329332923259 -1.45882632903532 9.7553411870116 -0.430515357069223 FALSE ""
800 30 516 1.16139311916175 -3.10836752488778 1.30327670399552 -2.1897996128092 FALSE ""
100 25 517 0.908599157868356 -2.41174530830791 1.01648769522365 -2.01467923631566 FALSE ""
300 3 518 1.27900905686887 -3.3362338380687 1.326023871802 -2.45325621227184 FALSE ""
800 13 519 1.18575557386 -3.19624602272054 1.11080745110021 -1.99128350298677 FALSE ""
900 45 520 1.20632315612297 -2.81818030362643 1.33371773330575 -2.06821061436629 FALSE ""
100 48 521 5.20753584585705 -1.64977165552203 5.89103063510837 -0.741700483335035 FALSE ""
300 1 522 1.20417868679283 -3.41388927114824 1.03669576865908 -1.94910901292767 FALSE ""
900 81 523 6.47566847160859 -1.53012742036229 6.93281088408847 -0.410911013330617 FALSE ""
200 20 524 1.36228282010998 -3.11186535815741 1.44450961105054 -1.74726365061723 FALSE ""
800 77 525 1.15703858051191 -2.82207268268653 1.12282887597476 -1.85825770128933 FALSE ""
700 66 526 1.17011902513692 -2.99751261448845 1.15214515998612 -1.78063237136134 FALSE ""
100 54 527 0.793338446851161 -2.0471790609208 1.5223623616083 -2.32152331094965 FALSE ""
100 88 528 1.06115989321446 -2.77870378551182 0.881116613235429 -1.44803750192117 FALSE ""
1000 29 529 1.19081075705067 -3.27446036587841 1.12206183524792 -2.04025523080545 FALSE ""
500 36 530 1.08429043901605 -2.85291745468263 1.17198686097809 -1.82814205481911 FALSE ""
300 31 531 1.00252937889349 -2.4098017814006 0.964441077786386 -1.63655174928075 FALSE ""
1000 39 532 1.13422340698071 -3.40050362851172 1.08804121770998 -2.52453729085796 FALSE ""
500 55 533 10.3646011415239 -1.50887245806609 10.8300514459877 -0.434381886558907 FALSE ""
800 21 534 13.6034086403295 -1.51402490349009 14.0644731391112 -0.408701840752122 FALSE ""
50 60 535 1.13857498362679 -2.3789518827564 1.28106721454966 -1.70519344514299 FALSE ""
900 30 536 1.23696614309305 -3.11622901085252 1.25990795989696 -2.12031497208743 FALSE ""
300 76 537 1.03567517504962 -3.32888554538793 0.944583558895507 -2.07225735976257 FALSE ""
200 75 538 5.96388021834781 -1.5925069236489 6.44781959516004 -0.503127080191454 FALSE ""
900 100 539 1.22026868086894 -3.32076695918119 1.20009481538539 -2.163277257095 FALSE ""
700 82 540 0.99677034412896 -2.91051940445475 0.997632029275733 -2.08025330134952 FALSE ""
200 51 541 NA NA NA NA FALSE ""
900 7 542 1.22488956013273 -2.94453902895271 1.30269087266075 -1.99266935817708 FALSE ""
200 78 543 1.27774419565768 -3.11693167428417 1.31901651257314 -2.3476228043833 FALSE ""
400 11 544 1.21136057746226 -3.17082173742825 1.15878306981815 -1.91945726081414 FALSE ""
800 73 545 1.08603728422072 -3.20193488911826 0.867954454120617 -1.95066751159702 FALSE ""
200 93 546 1.42244334025774 -2.62545078156704 1.07940834624844 -0.908711944143777 FALSE ""
500 88 547 1.28581420380728 -2.80501992363377 1.23029559917777 -1.6319491879288 FALSE ""
900 41 548 1.26856120229528 -3.30896887479626 1.17900326328871 -2.24331816056965 FALSE ""
200 45 549 1.09489906444231 -2.64571258263984 1.32950626818125 -2.03865264617999 FALSE ""
800 27 550 4.36354587215954 -1.64497358478989 4.78863063960861 -0.479199951706866 FALSE ""
50 39 551 NA NA NA NA FALSE ""
800 24 552 1.17211452034045 -2.78856862384493 1.22098188079719 -1.69045857293122 FALSE ""
200 36 553 4.15999960549493 -1.59111296126489 4.5853984271375 -0.481063381886133 FALSE ""
400 16 554 1.31132998497725 -2.94738715449194 1.68033429505975 -2.34908779836187 FALSE ""
800 1 555 13.5403059675534 -1.46557061598321 14.0440970480898 -0.471482491328016 FALSE ""
800 100 556 1.02077977390904 -3.14848636837257 0.979371429446821 -2.03899626920773 FALSE ""
700 99 557 1.25819076055991 -3.53585593193148 1.1839612651037 -2.49181866582119 FALSE ""
1000 28 558 1.16455363623691 -3.17403770052965 1.24655116171035 -2.17327012437621 FALSE ""
900 40 559 1.16484283883862 -2.88487867550965 1.12603425802088 -1.91924045180754 FALSE ""
500 81 560 NA NA NA NA FALSE ""
700 65 561 0.935007365730906 -3.00275845235534 1.08187558377574 -2.38660483675213 FALSE ""
300 35 562 1.1598274418189 -3.17574132233504 0.745590496832296 -1.68140471576706 FALSE ""
300 13 563 1.40707384126382 -3.08643351770837 1.4856301003744 -2.24138350850808 FALSE ""
700 90 564 1.178262749431 -3.33811428534695 1.25673677613717 -2.22800187782389 FALSE ""
700 24 565 5.80968399855724 -1.49456830463567 6.31231877200866 -0.47965147544337 FALSE ""
500 100 566 NA NA NA NA FALSE ""
500 83 567 1.20197369805387 -2.62053105652934 1.36738204923325 -1.95920128715285 FALSE ""
700 100 568 1.24168751371377 -2.87998774422061 1.25255068640807 -1.94499098719421 FALSE ""
300 39 569 1.1628201454852 -3.15409448470705 1.06519255991362 -1.8054319726285 FALSE ""
1000 9 570 1.17554014833383 -2.84222924818202 1.38349750671832 -2.20856089415782 FALSE ""
300 87 571 1.04988438535379 -2.74822386429804 1.21461442700709 -2.18940218430102 FALSE ""
600 80 572 1.24680628333014 -3.12129165076939 1.26729187004418 -2.14484708397827 FALSE ""
900 47 573 1.10004663838168 -3.21582281113286 1.18389493198567 -2.40666785901327 FALSE ""
50 59 574 1.06287142631389 -3.13779087184668 1.24519304213027 -2.06578205720667 FALSE ""
100 35 575 1.20879016030256 -3.41089053846044 1.62355849771846 -3.41234036129015 FALSE ""
1000 27 576 1.12890298046778 -3.00900047938021 1.09640514118776 -1.91534330898278 FALSE ""
800 78 577 1.2171741673158 -3.06239286309748 1.20877475435496 -2.02094901986987 FALSE ""
100 7 578 0.981231543066524 -2.99669043905098 0.710694934349651 -1.97569191168409 FALSE ""
50 100 579 0.60383736700102 -4.02143059991231 -0.576408256359831 -2.06698363777501 FALSE ""
800 18 580 1.25689771158809 -3.12810131758601 1.22211938979546 -1.93636511994362 FALSE ""
100 9 581 NA NA NA NA FALSE ""
100 81 582 3.76242583676049 -1.78560092782677 4.259264328146 -0.868372310745217 FALSE ""
900 94 583 9.85372929168846 -1.58647529366306 10.2745242237766 -0.367870719580204 FALSE ""
1000 31 584 1.19032057330449 -2.83920976643498 1.22592310824835 -1.94642644171956 FALSE ""
300 51 585 1.15072522698739 -2.84449491175646 1.18102540229545 -1.75197956887841 FALSE ""
50 40 586 0.891200902267907 -4.41734010724702 0.548393190124982 -1.56221913600418 FALSE ""
800 39 587 1.2954528064702 -3.21624003146539 1.20943953863842 -1.73807809974479 FALSE ""
1000 10 588 1.27334419288258 -3.02678322282931 1.41537929236956 -2.08231276625386 FALSE ""
500 97 589 1.11938331397179 -3.27078171299313 1.13592269383189 -2.46777264048234 FALSE ""
400 63 590 1.19641761744184 -2.65201639500857 1.19836709802265 -1.55301619013997 FALSE ""
700 6 591 1.08957906509045 -2.96247981647501 1.24021854615613 -2.27573553948801 FALSE ""
50 96 592 0.988436450663774 -2.65597380217146 1.34311183431421 -2.2825470364737 FALSE ""
600 60 593 1.20397968053497 -3.07974931086763 1.20858213085088 -1.7994737543566 FALSE ""
1000 94 594 1.12212561558628 -3.04393033526594 1.30836249651287 -2.26672359023656 FALSE ""
700 55 595 1.22737388857459 -3.04547055992008 1.23960796325332 -2.00888756222656 FALSE ""
500 75 596 1.28193061380081 -2.92266545331627 1.23215910118171 -1.7049835409811 FALSE ""
800 55 597 1.18637790996863 -3.00665795041405 1.27858558784692 -1.95907822687126 FALSE ""
800 86 598 1.29070121124113 -3.01492911897577 1.15791770079704 -1.78338329834411 FALSE ""
600 87 599 1.27153010338966 -3.18615685241373 1.12486559272773 -2.0303177995495 FALSE ""
1000 1 600 1.14455410944387 -2.9370280483714 1.14083205665628 -1.85671803701277 FALSE ""
600 75 601 4.03572331810347 -1.46339464383183 4.6357303858539 -0.675568627249294 FALSE ""
50 53 602 12.1962639476635 -1.2389943632008 12.7780847734185 -0.436668877238946 FALSE ""
800 60 603 1.05140810539207 -2.63855127851848 0.977170220983243 -1.86496682548241 FALSE ""
1000 83 604 1.15187546686404 -2.97395376419709 1.3764238234307 -2.32732240149027 FALSE ""
600 54 605 1.20211550490615 -2.90110494324466 1.39014720726427 -2.11827785230783 FALSE ""
400 41 606 1.01136098468798 -3.32238379731733 0.981728019635648 -2.31587876247471 FALSE ""
400 7 607 12.0205624474256 -1.47215782339892 12.5867510558507 -0.541032626725074 FALSE ""
400 70 608 1.19812077614325 -2.69957954637908 1.16410136350313 -1.52202936289463 FALSE ""
200 98 609 1.15289106282873 -2.61524267664862 1.32162894024278 -2.00860331921038 FALSE ""
300 8 610 1.26068036549363 -3.30010443623123 0.948227414869957 -1.4726541522364 FALSE ""
600 63 611 9.32316488294777 -1.60910016294849 9.83749281306788 -0.475452847656422 FALSE ""
400 78 612 0.989783876972422 -2.74143426353813 1.01442515569123 -1.87463255793551 FALSE ""
900 97 613 1.24504198633035 -3.11488297303749 1.49177109246965 -2.52139100774458 FALSE ""
100 12 614 0.891770721720589 -3.32942157561263 0.353100907652609 -1.74421102387457 FALSE ""
900 93 615 9.05830369084314 -1.57308603392796 9.54472097409294 -0.438557113667687 FALSE ""
400 42 616 1.17882843838448 -3.00521311859444 1.4237831601191 -2.30484545061301 FALSE ""
600 94 617 1.35812812253118 -2.64809543509777 1.35931200193648 -1.41237780760804 FALSE ""
100 20 618 1.11909347310701 -3.05147050942442 0.74328277294597 -1.90538654894184 FALSE ""
800 89 619 12.4608328887773 -1.37500867010782 13.101093400243 -0.579802729766377 FALSE ""
400 64 620 1.06079033791475 -3.19092148479051 0.980350089205067 -2.0878271681381 FALSE ""
50 72 621 1.04223424991066 -4.02198290682402 1.1868394258575 -3.22840454388082 FALSE ""
900 59 622 1.26930102032953 -2.69208676671109 1.30446387654308 -1.59735574642955 FALSE ""
100 59 623 1.46689745021671 -3.63726695321336 1.80232111615239 -3.56581648890705 FALSE ""
50 8 624 0.56630122607595 -2.12913342326099 0.337896415221005 -1.6886904124849 FALSE ""
800 67 625 1.24576487351645 -3.07997048488691 1.38280900433997 -2.17512163299736 FALSE ""
300 93 626 NA NA NA NA FALSE ""
100 53 627 1.28700958243414 -2.15147294365097 1.64197678351916 -1.7856945560978 FALSE ""
400 25 628 1.30363759779886 -2.8927753917893 1.20266432717887 -1.79044008364487 FALSE ""
300 7 629 1.16460299247072 -2.91526808768987 1.14320141616723 -1.57083205408219 FALSE ""
100 74 630 1.19649170121016 -2.55377314453522 1.66446276877593 -2.61871009317566 FALSE ""
1000 13 631 1.19695367832504 -2.98052311431195 1.01590848588753 -1.63328306638405 FALSE ""
1000 18 632 1.33756943863294 -2.92180289361064 1.37001492651113 -1.92339687858146 FALSE ""
