"mu" "sigma" "n" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
7 0.5 5000 44 1 7.05938002534972 0.546836367822574 FALSE ""
3 1 4000 44 2 2.93371634337208 0.939496204172333 FALSE ""
7 0.5 2000 33 3 6.98210623222689 0.501756257778584 FALSE ""
3 1 2000 36 4 2.98733580977132 0.995684229876701 FALSE ""
3 1 2000 73 5 3.07047294350856 1.08064876544193 FALSE ""
7 1.5 5000 21 6 6.98515075272139 1.51967887900845 FALSE ""
3 1 4000 36 7 2.96391179559488 1.00338502650829 FALSE ""
7 1.5 3000 86 8 7.08621688513126 1.66255244668147 FALSE ""
3 1 3000 13 9 2.86153701013395 0.867456188068319 FALSE ""
7 0.5 5000 60 10 7.35719157324749 0.790341262423624 FALSE ""
7 1 3000 33 11 7.20946815802109 1.26395746896077 FALSE ""
7 0.5 5000 85 12 6.9671633189678 0.500382152700053 FALSE ""
7 1 2000 71 13 7.22103777574913 1.2297609334087 FALSE ""
3 0.5 3000 90 14 2.93419735250974 0.47002780504577 FALSE ""
7 1 2000 92 15 7.49146380968695 1.28893521676317 FALSE ""
7 1.5 2000 14 16 7.26953080696227 1.76892384226112 FALSE ""
7 1.5 4000 53 17 6.93841996026912 1.42227054839792 FALSE ""
3 1.5 5000 58 18 2.85356313205573 1.3714747154337 FALSE ""
3 0.5 2000 99 19 2.96972804410802 0.4282891578855 FALSE ""
7 1.5 5000 86 20 6.951039967698 1.4253876620976 FALSE ""
3 1.5 3000 100 21 3.06355754912219 1.56418949662708 FALSE ""
7 1 5000 88 22 7.1711839287021 1.21084931620129 FALSE ""
3 1.5 2000 10 23 3.02210610342007 1.55471413081008 FALSE ""
3 1 5000 100 24 3.03030430165539 1.01774765395749 FALSE ""
7 1 2000 84 25 7.11142878577304 1.06913197775128 FALSE ""
7 1.5 3000 98 26 7.10102552471388 1.74811568600599 FALSE ""
3 1.5 3000 9 27 3.07812287571109 1.5562472123917 FALSE ""
7 1.5 4000 8 28 6.78531842716399 1.24380227058508 FALSE ""
3 1 4000 35 29 3.0437220893351 1.07728327408406 FALSE ""
7 0.5 2000 36 30 7.21443245840139 0.730362567317395 FALSE ""
7 1 3000 71 31 7.27528501342449 1.23070434291746 FALSE ""
3 1.5 5000 59 32 2.98984550827453 1.50492661076342 FALSE ""
7 1.5 3000 93 33 6.76981509256033 1.34564366523637 FALSE ""
3 0.5 3000 69 34 3.01178655365507 0.492411610943527 FALSE ""
3 0.5 3000 4 35 3.11141125811014 0.636258655007635 FALSE ""
3 0.5 5000 61 36 3.12233261235572 0.585581960554643 FALSE ""
3 1 2000 64 37 2.94913249670542 0.956419998847915 FALSE ""
7 1.5 5000 54 38 6.96348474936569 1.4658822604081 FALSE ""
7 1.5 3000 53 39 6.79658260145159 1.34608085335364 FALSE ""
3 1 4000 68 40 3.04418598862987 1.07981038297076 FALSE ""
7 0.5 2000 65 41 6.59812716782694 0.0847390998309425 FALSE ""
3 1.5 4000 45 42 3.17750880244145 1.7018061047823 FALSE ""
7 1 4000 83 43 6.9569926374628 1.00723008707996 FALSE ""
7 0.5 5000 63 44 6.89048272851131 0.462774760572812 FALSE ""
3 0.5 4000 45 45 2.98771778858906 0.499460005500756 FALSE ""
3 0.5 3000 89 46 3.05201777228006 0.552587388558171 FALSE ""
3 1 4000 73 47 3.06350722198805 1.08691621384716 FALSE ""
3 0.5 3000 34 48 3.09011646374233 0.555949991814522 FALSE ""
7 1.5 4000 13 49 6.86191553190709 1.38447888027508 FALSE ""
3 1 3000 16 50 2.94581032367191 0.90171168826129 FALSE ""
7 1 5000 31 51 7.12373378615996 1.16289009663926 FALSE ""
7 1.5 2000 31 52 7.08113719401419 1.47491423174107 FALSE ""
7 1.5 3000 17 53 6.78029289637835 1.22765085559202 FALSE ""
7 0.5 3000 83 54 7.12042181544504 0.63869034355251 FALSE ""
3 1 5000 96 55 2.8679707480859 0.866933342068602 FALSE ""
7 0.5 2000 95 56 6.72123338722823 0.218358437891519 FALSE ""
3 1.5 5000 98 57 2.89014515423886 1.42272684346256 FALSE ""
3 1.5 2000 30 58 3.0743779424806 1.56987925372033 FALSE ""
3 1.5 3000 98 59 2.99434808149956 1.40705715530347 FALSE ""
3 0.5 5000 35 60 2.94104108369549 0.460888430842357 FALSE ""
3 1.5 3000 35 61 2.98935758811502 1.46758560869813 FALSE ""
3 0.5 3000 37 62 2.95854781641006 0.431399844000643 FALSE ""
7 1 5000 94 63 7.08794270460024 1.14581839651118 FALSE ""
3 1 4000 17 64 2.97759230269648 0.974797044435608 FALSE ""
3 1 2000 32 65 3.04860352803411 0.991156558682399 FALSE ""
3 1.5 2000 95 66 2.99104726503484 1.49906344839621 FALSE ""
7 0.5 2000 6 67 7.13576944454945 0.559259904386498 FALSE ""
3 1.5 5000 48 68 3.07734564460345 1.61611536320756 FALSE ""
3 1 4000 97 69 2.90040782738577 0.869675015398991 FALSE ""
7 1 2000 4 70 6.92332855717775 0.9371421097748 FALSE ""
3 1 2000 11 71 3.15435301509285 1.10718427615056 FALSE ""
3 0.5 4000 70 72 3.0863374467664 0.542485508289071 FALSE ""
3 1 2000 93 73 3.15254552021506 1.13427315872268 FALSE ""
3 1 4000 85 74 3.05177892440437 1.01530153758325 FALSE ""
3 1 5000 7 75 2.99625610835499 0.983155296111769 FALSE ""
7 1.5 4000 56 76 6.83294947449824 1.41707130822494 FALSE ""
3 1 3000 76 77 2.87990127748524 0.925467865236335 FALSE ""
3 0.5 4000 3 78 2.99853733830279 0.503692643597288 FALSE ""
3 0.5 5000 89 79 2.98460427986529 0.48015585546688 FALSE ""
7 1.5 4000 75 80 7.02331817782755 1.57348208828169 FALSE ""
3 0.5 4000 21 81 3.01678210004003 0.505604728627457 FALSE ""
7 0.5 3000 30 82 6.84788518537455 0.370204442610217 FALSE ""
3 1 3000 75 83 2.99432392826668 0.984871127611985 FALSE ""
7 0.5 3000 41 84 7.32651602611036 0.802578306693955 FALSE ""
7 0.5 3000 40 85 6.63331353291981 0.205471849722435 FALSE ""
3 0.5 4000 43 86 3.03573529762844 0.492898602467862 FALSE ""
3 1.5 3000 29 87 2.83949301901236 1.32579543230882 FALSE ""
7 1 5000 90 88 6.98958209978248 0.949154133810476 FALSE ""
3 1 2000 68 89 3.14810950473029 1.13053299854748 FALSE ""
3 1.5 4000 3 90 3.05749408821174 1.55719702779626 FALSE ""
3 1 3000 20 91 3.0147358812691 0.998933312378946 FALSE ""
3 1.5 5000 38 92 3.0686234697753 1.58552334404143 FALSE ""
3 1 3000 65 93 3.05258730923446 1.06018798803782 FALSE ""
3 1 4000 33 94 2.99652471974339 0.969240340269476 FALSE ""
7 1 4000 45 95 7.18217251610942 1.13649695204122 FALSE ""
3 0.5 3000 17 96 3.0253829633753 0.559737716913067 FALSE ""
7 1 3000 8 97 6.68787620635894 0.702886514318389 FALSE ""
3 1 3000 24 98 2.84682033731494 0.9224723367338 FALSE ""
3 1 2000 75 99 3.14805977101343 1.08322995504428 FALSE ""
7 1 4000 95 100 7.17467753888428 1.17843315358455 FALSE ""
3 1.5 5000 49 101 2.93363969649442 1.46641628085572 FALSE ""
7 0.5 3000 58 102 6.85999281674762 0.386546683698765 FALSE ""
7 0.5 3000 38 103 7.03591810538916 0.495817729514891 FALSE ""
7 0.5 4000 89 104 7.08742334616239 0.57524866733024 FALSE ""
3 0.5 3000 62 105 3.17342006031478 0.643632307908979 FALSE ""
3 1.5 5000 61 106 2.97393667438836 1.48639230174858 FALSE ""
3 1 5000 21 107 3.08751798165669 1.07420370589019 FALSE ""
3 1 5000 63 108 3.05265434572234 1.02957613692457 FALSE ""
3 0.5 5000 16 109 2.96569789101199 0.503767145600572 FALSE ""
3 0.5 5000 67 110 2.87942243687517 0.415509558916642 FALSE ""
3 1.5 5000 93 111 3.08260486367244 1.54182265681297 FALSE ""
3 1.5 4000 91 112 2.94928949988571 1.4682777022745 FALSE ""
3 1.5 3000 77 113 3.086047017013 1.59971526432872 FALSE ""
7 0.5 5000 79 114 7.08827699609273 0.64976690391965 FALSE ""
7 1.5 5000 36 115 7.00527104768513 1.53696560817647 FALSE ""
7 0.5 3000 75 116 7.16427787140964 0.607724391488302 FALSE ""
7 0.5 2000 21 117 7.15835036444229 0.680439503763609 FALSE ""
7 1 5000 60 118 7.15758014597483 1.15043963612461 FALSE ""
3 1 3000 94 119 3.07768460085522 1.10469556312416 FALSE ""
3 1 3000 84 120 3.21484878240487 1.1697264816539 FALSE ""
7 1.5 4000 43 121 7.11257542312335 1.61503436653085 FALSE ""
3 0.5 5000 51 122 2.99436203174677 0.469743958715192 FALSE ""
3 0.5 3000 2 123 2.99813221521149 0.518877791367421 FALSE ""
3 1.5 3000 43 124 2.86047317788335 1.36335110828808 FALSE ""
3 1.5 3000 76 125 2.84393813218055 1.28497624527859 FALSE ""
7 1.5 5000 47 126 6.99969250535758 1.54613959973272 FALSE ""
7 1 3000 92 127 6.8384303984878 0.860111979261454 FALSE ""
7 1.5 4000 83 128 6.94088098736612 1.37670906197636 FALSE ""
3 1 2000 20 129 3.07317286339221 1.03599529790137 FALSE ""
3 1.5 2000 80 130 3.08038951702726 1.57923343118177 FALSE ""
7 1.5 2000 40 131 6.99549063043475 1.59135702072925 FALSE ""
3 1 5000 26 132 3.05735197515029 1.03480081133553 FALSE ""
