"mu" "sigma" "n" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
7 1.5 5000 102 233 6.85902455597864 1.37413247895396 FALSE ""
3 1.5 5000 29 234 2.93164905956831 1.43542581873468 FALSE ""
7 1.5 4000 11 235 7.04557295191702 1.57776934256527 FALSE ""
7 0.5 4000 52 236 6.93050663374469 0.483600906797304 FALSE ""
3 1 4000 127 237 2.94060911599946 0.953854711894463 FALSE ""
7 0.5 5000 110 238 7.03543634005538 0.505753031708454 FALSE ""
7 0.5 3000 162 239 7.04879174406109 0.504142334606331 FALSE ""
7 1.5 3000 42 240 6.99310853321362 1.55112890361709 FALSE ""
3 1.5 4000 12 241 2.97030382599574 1.47530479296546 FALSE ""
7 1 3000 124 242 6.85974825961362 0.871867372263247 FALSE ""
7 0.5 5000 95 243 6.76836682326936 0.247780231723147 FALSE ""
7 0.5 4000 3 244 7.2402751142938 0.679304824143903 FALSE ""
3 1 3000 172 245 2.91292849437468 0.891200556231588 FALSE ""
3 1 3000 82 246 3.07929710804038 1.12598037230099 FALSE ""
7 1 4000 70 247 6.9542868958313 0.996944698235983 FALSE ""
3 0.5 5000 198 248 3.06831553495399 0.55893225989967 FALSE ""
3 1 5000 72 249 2.97091120197805 0.984444709265378 FALSE ""
3 1.5 5000 15 250 3.04665450777283 1.50814801264488 FALSE ""
3 1.5 4000 43 251 2.94186377119775 1.43383097548682 FALSE ""
3 1 2000 72 252 2.99506657465443 0.965429350408901 FALSE ""
3 1.5 4000 87 253 2.9835078698556 1.4925538440445 FALSE ""
3 0.5 2000 71 254 2.9595422420707 0.470955930783134 FALSE ""
7 1 3000 177 255 6.76084574698129 0.76500893095969 FALSE ""
3 0.5 3000 39 256 3.09941381439726 0.569325896786525 FALSE ""
7 1 3000 9 257 6.61277305126818 0.666007560260409 FALSE ""
3 1.5 5000 178 258 2.97046522175015 1.47361102997722 FALSE ""
7 1.5 5000 50 259 6.93598484345387 1.48770106196496 FALSE ""
7 1 5000 165 260 7.03390703946878 1.0215253141364 FALSE ""
3 0.5 3000 141 261 3.00055829097919 0.488815593112058 FALSE ""
3 1.5 2000 78 262 3.13889304204783 1.64457944494817 FALSE ""
7 1 3000 7 263 6.7787068400241 0.787362071261064 FALSE ""
7 1 2000 27 264 6.85997459650208 0.86898424507574 FALSE ""
3 1 5000 15 265 2.9858516199304 0.970965076334952 FALSE ""
7 1.5 4000 66 266 6.92842884045628 1.46935518988058 FALSE ""
7 0.5 5000 171 267 6.89265511270532 0.466386671921111 FALSE ""
3 1 2000 57 268 3.12132236768797 1.16327374133803 FALSE ""
3 1.5 2000 139 269 3.12383615377717 1.5891682389139 FALSE ""
3 0.5 5000 124 270 3.00220347380373 0.503427788518268 FALSE ""
3 0.5 4000 99 271 2.91269347825767 0.4755558163243 FALSE ""
7 1.5 3000 136 272 7.48685140107458 1.92986496599548 FALSE ""
3 0.5 3000 169 273 3.02338593729041 0.525877910460261 FALSE ""
3 1 5000 117 274 2.98084478597953 0.983130891074108 FALSE ""
3 1.5 4000 50 275 3.14905883155426 1.68558933092055 FALSE ""
7 0.5 4000 88 276 6.93896939417776 0.420237213431992 FALSE ""
3 1 5000 185 277 2.94842528434053 0.96364516715832 FALSE ""
3 1 3000 63 278 2.8878077577932 0.908425130065032 FALSE ""
3 1 2000 33 279 3.14500224967172 1.14052041983125 FALSE ""
3 1 4000 200 280 2.95689646310919 0.938122803778437 FALSE ""
7 1.5 5000 95 281 6.86827492971008 1.39389973352214 FALSE ""
7 1.5 4000 140 282 6.81511447717097 1.32056499621258 FALSE ""
3 1.5 4000 195 283 2.96861301948035 1.45276952721132 FALSE ""
7 1.5 5000 180 284 6.90589652970625 1.3641892672699 FALSE ""
3 1 2000 158 285 3.04384909651134 1.01830484873033 FALSE ""
7 1.5 2000 180 286 7.14534641048907 1.60089903439064 FALSE ""
7 1 4000 108 287 6.61664781272423 0.613285856934709 FALSE ""
3 0.5 3000 95 288 2.92115678590782 0.445643535977817 FALSE ""
7 1 3000 78 289 7.23528181652352 1.22827981516278 FALSE ""
7 0.5 3000 26 290 6.90032909594207 0.400688659674704 FALSE ""
7 1.5 4000 15 291 7.19548128460769 1.66713807437949 FALSE ""
3 1.5 2000 125 292 3.07297478662884 1.5826820130144 FALSE ""
3 0.5 5000 60 293 2.98948827553323 0.512960335384109 FALSE ""
3 0.5 3000 36 294 2.98758867104403 0.45716190552016 FALSE ""
7 0.5 4000 106 295 7.14757287946846 0.672945149896318 FALSE ""
7 1.5 4000 199 296 7.05989395688183 1.58778568899536 FALSE ""
3 1.5 2000 42 297 3.00326199654036 1.56673855312352 FALSE ""
7 1.5 5000 22 298 6.84835502643175 1.31137803404959 FALSE ""
7 1.5 5000 137 299 6.97128091026201 1.46379772349174 FALSE ""
7 0.5 5000 27 300 6.92120461129651 0.383959808177275 FALSE ""
3 0.5 4000 158 301 3.02477581339905 0.550895667900954 FALSE ""
7 0.5 4000 191 302 7.12149808325024 0.602113991413919 FALSE ""
3 1.5 5000 143 303 2.93223199512389 1.43461909223863 FALSE ""
3 1 3000 157 304 2.92271035891132 0.973331908933728 FALSE ""
7 0.5 5000 103 305 6.89349287119284 0.402559025835796 FALSE ""
3 1 3000 118 306 2.99242760137737 0.942707621141605 FALSE ""
3 0.5 4000 107 307 2.98498166784765 0.480389405338833 FALSE ""
3 0.5 2000 160 308 3.0266336214823 0.547366465445302 FALSE ""
7 1 4000 164 309 7.0576635730073 1.06110552397413 FALSE ""
7 1.5 3000 108 310 6.94473706194692 1.42991647198099 FALSE ""
7 1.5 3000 33 311 7.24901354989064 1.71101901857896 FALSE ""
7 1.5 5000 164 312 7.08111154069791 1.60622678560958 FALSE ""
7 1.5 2000 195 313 7.0710077366613 1.54318642173937 FALSE ""
3 0.5 3000 44 314 2.95202299509421 0.496139466846741 FALSE ""
3 1.5 4000 48 315 3.0365578596395 1.55881963831871 FALSE ""
7 0.5 2000 167 316 6.74981703036717 0.258164809065036 FALSE ""
7 1.5 2000 126 317 7.18345689347587 1.64592279683342 FALSE ""
3 1 3000 49 318 3.00039021129432 1.00108820406248 FALSE ""
3 1 4000 39 319 3.01556917039902 1.05558958190022 FALSE ""
3 1 5000 75 320 3.0297710643258 1.0163914900877 FALSE ""
7 0.5 2000 118 321 7.18563419507754 0.797197204519976 FALSE ""
7 0.5 3000 185 322 6.7037337338615 0.247389004721482 FALSE ""
7 1.5 3000 44 323 6.99477417308688 1.3759945214349 FALSE ""
7 1 3000 45 324 7.34906129842083 1.29210537658792 FALSE ""
3 1.5 4000 178 325 3.01627809491691 1.52753262361708 FALSE ""
7 0.5 4000 47 326 7.03672538026748 0.574774766949464 FALSE ""
7 0.5 2000 18 327 7.18060236653844 0.654744787886813 FALSE ""
3 0.5 4000 34 328 2.96033031288815 0.45056744932086 FALSE ""
3 0.5 3000 75 329 3.0138237421936 0.499551882478477 FALSE ""
3 0.5 3000 6 330 2.96879379511174 0.474730723697628 FALSE ""
3 0.5 2000 81 331 3.06660388302839 0.531809103088288 FALSE ""
3 1.5 3000 144 332 2.83502556202746 1.27495935030109 FALSE ""
7 1.5 2000 111 333 7.09977478630024 1.63743903608303 FALSE ""
7 0.5 4000 34 334 7.07212612845004 0.610718804680557 FALSE ""
7 1.5 5000 15 335 6.91388186812091 1.36330913699114 FALSE ""
7 1.5 5000 181 336 7.11160321364386 1.58162749019674 FALSE ""
3 1.5 3000 9 337 2.99664828183545 1.54210789447299 FALSE ""
3 0.5 3000 193 338 2.9864341086296 0.499334666559137 FALSE ""
3 1 4000 103 339 2.9982237672201 1.01616215842092 FALSE ""
7 1 2000 95 340 7.33184443688502 1.34622923074954 FALSE ""
3 0.5 5000 81 341 2.93457245624575 0.440724688114751 FALSE ""
3 1.5 2000 153 342 2.91801726172721 1.44239985058719 FALSE ""
7 0.5 5000 71 343 6.9979693362846 0.538263008576719 FALSE ""
7 1 2000 196 344 6.97598246823571 1.07746826029103 FALSE ""
7 1.5 2000 46 345 7.47319132132469 1.96899540237437 FALSE ""
7 1 3000 114 346 7.12085349863329 1.1055058333509 FALSE ""
7 1 3000 32 347 7.16470767189388 1.11066261390961 FALSE ""
3 1 5000 51 348 3.05320424756118 1.01164757810481 FALSE ""
3 0.5 5000 107 349 2.96468776529666 0.468994985071375 FALSE ""
7 1.5 4000 192 350 7.17001671678973 1.6544854377637 FALSE ""
7 1 3000 89 351 7.31060506904694 1.25672469467553 FALSE ""
3 1.5 3000 67 352 2.85289367688364 1.34493825774552 FALSE ""
3 1.5 3000 91 353 2.93855193293974 1.4469757403644 FALSE ""
7 0.5 4000 160 354 6.83791935936028 0.31828314545365 FALSE ""
7 0.5 2000 46 355 6.97724276869502 0.469356596888875 FALSE ""
7 1.5 4000 135 356 6.74669545746526 1.25242751196478 FALSE ""
3 0.5 5000 35 357 2.98034984926676 0.491231656961064 FALSE ""
7 1 3000 136 358 6.94695900379149 1.01521497325649 FALSE ""
3 1.5 2000 93 359 3.10211176290072 1.59239214181416 FALSE ""
3 1.5 2000 177 360 3.0008448791545 1.43346770222877 FALSE ""
3 1.5 2000 118 361 2.97170944743019 1.44839048687708 FALSE ""
3 1 5000 164 362 3.09637272702609 1.09780303842938 FALSE ""
3 1.5 2000 192 363 2.87106495011906 1.42449038072982 FALSE ""
3 1.5 2000 11 364 2.94902252432876 1.37219764082782 FALSE ""
3 1 3000 119 365 2.7303169590837 0.765224875704088 FALSE ""
7 1 3000 128 366 6.91317689598535 0.914628683999293 FALSE ""
7 1.5 2000 104 367 6.92291913185635 1.43178763982075 FALSE ""
7 0.5 4000 132 368 6.99290280243352 0.435492945725146 FALSE ""
3 0.5 2000 168 369 3.12625974984567 0.557889895736502 FALSE ""
7 1 5000 128 370 7.04039941180491 0.979917535255799 FALSE ""
3 1.5 4000 106 371 2.96626644692694 1.44077094309115 FALSE ""
7 1.5 3000 13 372 6.64757437974573 1.22564174042569 FALSE ""
7 1.5 2000 39 373 7.25258782082842 1.64957171406151 FALSE ""
7 1 3000 173 374 6.93682591350299 0.961446282562393 FALSE ""
7 1.5 3000 83 375 6.80646059152066 1.35109594217946 FALSE ""
3 1.5 4000 15 376 2.87560655460674 1.38926951480069 FALSE ""
3 0.5 2000 45 377 2.92634554108815 0.445345806191054 FALSE ""
3 1.5 3000 34 378 3.12051235206614 1.61569948763737 FALSE ""
7 0.5 4000 78 379 6.93461183613023 0.461537150507543 FALSE ""
3 1 5000 69 380 3.04289750539149 1.01342142478188 FALSE ""
7 0.5 4000 48 381 6.80830373166428 0.342305294266065 FALSE ""
7 1.5 4000 103 382 7.04344145212497 1.57462271316886 FALSE ""
7 1.5 2000 119 383 6.95866435596085 1.32262156014369 FALSE ""
7 0.5 4000 183 384 7.02837552567279 0.485085448644797 FALSE ""
3 0.5 2000 58 385 2.99682328524373 0.499127835211075 FALSE ""
3 0.5 2000 189 386 2.98646254177969 0.51208101526053 FALSE ""
3 0.5 5000 47 387 3.00157439223332 0.525827098590967 FALSE ""
7 1 5000 141 388 7.0224686907885 1.02988346620617 FALSE ""
3 1.5 5000 134 389 2.95642183778988 1.42280876268938 FALSE ""
3 0.5 2000 182 390 2.97379276963619 0.50305049182279 FALSE ""
3 0.5 4000 74 391 3.0608197480398 0.572409309385111 FALSE ""
3 1 4000 115 392 2.90300617547415 0.901885697500487 FALSE ""
3 1.5 5000 108 393 3.15933039904198 1.66460549078415 FALSE ""
